Firm Name,Group,Joint Reporting,Reporting frequency,Reporting period,Semester,Complaints Received,Complaints Closed,Complaints Upheld (%)
Volkswagen Financial Services (UK) Limited,NO GROUP,no,Half Yearly,2023-01-01 to 2023-06-30,,"13,598","12,648",39.47%
Volvo Car UK Limited,NO GROUP,no,Half Yearly,2023-01-01 to 2023-06-30,,537,483,24.02%
Wescot Credit Services Limited,NO GROUP,no,Half Yearly,2023-01-01 to 2023-06-30,,"1,778","1,671",30.04%
Xbridge Limited,NO GROUP,no,Half Yearly,2023-01-01 to 2023-06-30,,76,82,32.93%
Zopa Bank Limited,NO GROUP,no,Half Yearly,2023-01-01 to 2023-06-30,,"2,334","2,214",60.98%
247 Money Group Limited,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,920,926,31500.00%
Adrian Flux Insurance Services Group,NO GROUP,no,Half Yearly,2022-03-01 to 2022-08-31,,17,16,500.00%
Advanced Payment Solutions Limited,NO GROUP,no,Half Yearly,2022-04-01 to 2022-09-30,,100,100,1200.00%
Advantage Finance Ltd,S&U PLC,no,Half Yearly,2022-02-01 to 2022-07-31,,633,652,34600.00%
Ageas Retail Limited,AGEAS SA-NV,no,Half Yearly,2022-07-01 to 2022-12-31,,140,157,5000.00%
AIB Group (UK) Plc,AIB GROUP PUBLIC LIMITED COMPANY,no,Half Yearly,2022-07-01 to 2022-12-31,,21,24,1200.00%
Aioi Nissay Dowa Insurance UK Limited,AIOI NISSAY DOWA EUROPE LIMITED,no,Half Yearly,2022-07-01 to 2022-12-31,,80,83,4800.00%
Ald Automotive Limited,SOCIÉTÉ GÉNÉRALE SA,,Half Yearly,2022-07-01 to 2022-12-31,,"1,768","2,140","1,356"
Aldermore Bank Plc,FIRSTRAND LIMITED,no,Half Yearly,2022-07-01 to 2022-12-31,,21,24,1300.00%
Amigo Loans Ltd,NO GROUP,,Half Yearly,2022-04-01 to 2022-09-30,,"2,360","44,743","4,068"
Arrow Global Limited,ARROW GLOBAL GROUP PLC,,Half Yearly,2022-07-01 to 2022-12-31,,656,649,29800.00%
Arthur J. Gallagher Insurance Brokers Limited,GALLAGHER,yes,Half Yearly,2022-07-01 to 2022-12-31,,3,3,200.00%
Arval UK Limited,BNP PARIBAS GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,458","1,330",95100.00%
ATLANTA 1 INSURANCE SERVICES LIMITED,ATLANTA GROUP / ARDONAGH GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,118,127,5400.00%
Atlanta Insurance Intermediaries Limited,ATLANTA GROUP / ARDONAGH GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,191,184,7500.00%
Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),no,Half Yearly,2022-02-01 to 2022-07-31,,210,176,3200.00%
Avantia Insurance Limited,NO GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,268,257,22500.00%
AXA Insurance Designated Activity Company,AXA GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,157,157,7500.00%
Bamboo Limited,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"1,059","1,142",25300.00%
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,"2,862","2,737","1,552"
Barbon Insurance Group Limited,NO GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,2,1,100.00%
Barclays Bank Plc,BARCLAYS PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,3,3,200.00%
Barclays Bank UK PLC,BARCLAYS PLC,yes,Half Yearly,2022-07-01 to 2022-12-31,,"6,738","7,727","3,032"
BFSL Limited,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,689,681,36600.00%
Billing Finance Ltd,NO GROUP,,Half Yearly,2022-05-01 to 2022-10-31,,537,515,20700.00%
BISL Limited,BGL GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,210,216,10200.00%
Black Horse Limited,LLOYDS BANKING GROUP PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,"6,809","6,970","2,885"
Blue Motor Finance Ltd,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"2,060","2,173",99200.00%
BMW Financial Services(GB) Limited,BMW GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"2,920","3,027","1,236"
British Gas Services Limited,CENTRICA PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,17,18,800.00%
CA AUTO FINANCE UK LTD,NO GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,064",843,13100.00%
Cabot Credit Management Group Limited,NO GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"3,653","3,896",93600.00%
Capquest Debt Recovery Limited,ARROW GLOBAL GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,591,799,42700.00%
Carfinance247 Limited,NO GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,521,505,24600.00%
Carole Nash Insurance Consultants Ltd,ATLANTA GROUP / ARDONAGH GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,37,33,1300.00%
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,no,Half Yearly,2022-02-01 to 2022-07-31,,"11,404","10,389","3,675"
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,yes,Half Yearly,2022-04-01 to 2022-09-30,,649,596,44600.00%
Coutts & Company,NATWEST GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,37,27,1600.00%
Covea Insurance plc,COVEA GROUP,yes,Half Yearly,2022-07-01 to 2022-12-31,,7,7,500.00%
Coventry Building Society,NO GROUP,yes,Half Yearly,2022-07-01 to 2022-12-31,,4,5,100.00%
Creation Consumer Finance Ltd,BNP PARIBAS GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"2,400","2,543",70300.00%
Creation Financial Services Limited,BNP PARIBAS GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,087","1,578",57600.00%
Debt Managers (Services) Limited,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,522,629,15400.00%
Elderbridge Limited,TECH MAHINDRA LIMITED,no,Half Yearly,2022-04-01 to 2022-09-30,,33,36,600.00%
EQUIFAX LIMITED,EQUIFAX INC.,,Half Yearly,2022-07-01 to 2022-12-31,,"2,400","2,379",75900.00%
EUI Limited,ADMIRAL GROUP PLC,yes,Half Yearly,2022-07-01 to 2022-12-31,,"1,425","1,428",63400.00%
Europa Group Limited,BLUE BOAR HOLDINGS LIMITED,no,Half Yearly,2022-07-01 to 2022-12-31,,14,14,200.00%
Everyday Lending Limited,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"2,263","2,740",80200.00%
Experian Limited,EXPERIAN PLC,no,Half Yearly,2022-04-01 to 2022-09-30,,"14,390","14,495","3,134"
Extracover Limited,NO GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,572,512,16300.00%
FCE Bank Plc,FORD MOTOR CO,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,063","1,127",34700.00%
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED,no,Half Yearly,2022-07-01 to 2022-12-31,,18,23,1800.00%
First Response Finance Ltd,NO GROUP,,Half Yearly,2022-04-01 to 2022-09-30,,901,910,52000.00%
FirstRand Bank Limited,FIRSTRAND LIMITED,no,Half Yearly,2022-07-01 to 2022-12-31,,"2,720","3,105","1,080"
Foundation for Credit Counselling,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"1,323","1,356",54800.00%
Freemans Plc,NO GROUP,,Half Yearly,2022-03-01 to 2022-08-31,,"1,847","1,808","1,026"
Funding Circle Ltd,NO GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,227","1,199",22900.00%
Gain Credit LLC,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"6,645","6,929","4,091"
Go Car Credit Limited,NO GROUP,,Half Yearly,2022-04-01 to 2022-09-30,,707,750,32900.00%
Grattan Plc,NO GROUP,,Half Yearly,2022-03-01 to 2022-08-31,,"1,597","1,552",91200.00%
Hastings Insurance Services Limited,HASTINGS GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,904,881,58200.00%
Hoist Finance UK Limited,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"1,239","1,555",25500.00%
Homeserve Membership Limited,HOMESERVE PLC,no,Half Yearly,2022-04-01 to 2022-09-30,,4,4,200.00%
HSBC UK Bank Plc,HSBC HOLDINGS PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,"5,814","6,016","3,166"
Hyundai Capital UK Limited,HYUNDAI MOTOR GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,816,750,26600.00%
Indigo Michael Limited,NO GROUP,,Half Yearly,2022-03-01 to 2022-08-31,,"9,316","5,403","2,552"
Insurance Factory Ltd,MARKERSTUDY GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,69,72,3700.00%
Intrum UK Limited,INTRUM GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,598,518,17100.00%
Investec Bank PLC,INVESTEC PLC,no,Half Yearly,2022-04-01 to 2022-09-30,,3,3,100.00%
J D Williams & Company Limited,J D WILLIAMS & COMPANY LIMITED,no,Half Yearly,2022-03-01 to 2022-08-31,,"16,326","16,066","8,133"
JAJA FINANCE LTD,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"2,293","2,193","1,312"
Lantern Debt Recovery Services Ltd,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"1,528","1,421",35900.00%
LeasePlan UK Limited,LP GROUP B.V.,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,255","1,262",93200.00%
Lendable Ltd,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"2,068","1,995",31900.00%
Lex Autolease Ltd,LLOYDS BANKING GROUP PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,"2,259","2,392","1,424"
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,2,3,300.00%
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,"4,988","4,897","2,945"
Loans 2 Go Limited,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"2,987","3,191",10200.00%
Lowell Financial Ltd,M&G PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,"5,681","5,767","1,748"
Madison CF UK Limited,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"5,469","5,294","2,134"
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,095","1,083",57700.00%
Mercedes-Benz Financial Services UK Limited,MERCEDES-BENZ GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"3,030","2,498","1,415"
Metro Bank PLC,METRO BANK PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,370","1,405",43400.00%
MI Vehicle Finance Limited,NO GROUP,,Half Yearly,2022-04-01 to 2022-09-30,,725,735,34300.00%
Mitsubishi HC Capital UK PLC,NO GROUP,no,Half Yearly,2022-04-01 to 2022-09-30,,"4,539","4,499","1,947"
Moneybarn No. 1 Limited,VANQUIS BANKING GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"5,216","4,974","1,902"
Monzo Bank Ltd,MONZO BANK LIMITED,no,Half Yearly,2022-03-01 to 2022-08-31,,316,247,5100.00%
Moorcroft Debt Recovery Limited,NO GROUP,no,Half Yearly,2022-02-01 to 2022-07-31,,620,593,26600.00%
Morses Club Limited,NO GROUP,,Half Yearly,2022-03-01 to 2022-08-31,,"11,729","11,359","7,256"
Mortimer Clarke Solicitors Limited,CABOT CREDIT MANAGEMENT GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,881,886,21500.00%
MotoNovo Finance Limited,NO GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"7,847","7,701","4,401"
N.I.I.B. Group Limited,BANK OF IRELAND GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,788,822,8000.00%
National Westminster Bank Plc,THE ROYAL BANK OF SCOTLAND GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"4,293","4,208","3,233"
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,no,Half Yearly,2022-04-05 to 2022-10-04,,"1,599","1,337",73000.00%
NewDay Ltd,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"31,813","26,999","7,693"
Next Retail Limited,NEXT PLC,,Half Yearly,2022-02-01 to 2022-07-31,,"10,149","9,920","4,140"
Northern Bank Limited,DANSKE BANK A/S,no,Half Yearly,2022-07-01 to 2022-12-31,,77,81,1400.00%
Novaloans Ltd,NO GROUP,,Half Yearly,2022-06-01 to 2022-11-30,,763,721,32300.00%
OAKBROOK FINANCE LIMITED,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"2,047","1,971",45500.00%
One Call Insurance Services Limited,NO GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,89,87,800.00%
Oodle Financial Services Limited,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"4,046","4,441","2,019"
Paragon Bank Plc,PARAGON BANKING GROUP PLC,yes,Half Yearly,2022-04-01 to 2022-09-30,,338,369,15200.00%
PRA Group (UK) Limited,PRA GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,214","1,179",25500.00%
Premium Credit Limited,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"2,220","2,204",58800.00%
Qmetric Group Limited,NO GROUP,no,Half Yearly,2022-04-01 to 2022-09-30,,2,2,0.00%
Quidie Limited,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,695,701,15600.00%
RCI Financial Services Limited,GROUPE RENAULT,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,257",854,49200.00%
Sabre Insurance Company Limited,SABRE INSURANCE GROUP PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,3,3,200.00%
Salary Finance Limited,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,867,835,69800.00%
Santander Consumer (UK) Plc,SANTANDER UK GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"2,511","2,165",98000.00%
Santander UK Plc,SANTANDER UK GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"2,208","2,250","1,094"
ScoresMatter Limited,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,839,837,2600.00%
Secure Trust Bank Plc,SECURE TRUST BANK PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,"2,013","2,019","1,036"
Shawbrook Bank Limited,SHAWBROOK GROUP PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,264","1,375",39200.00%
Shelby Finance Ltd,NO GROUP,,Half Yearly,2022-03-01 to 2022-08-31,,"1,583","1,531",40100.00%
Shop Direct Finance Company Limited,THE VERY GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"19,020","18,550","5,291"
Specialist Motor Finance Limited,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,636,512,12400.00%
Starling Bank Limited,NO GROUP,no,Half Yearly,2022-04-01 to 2022-09-30,,189,179,3100.00%
STARTLINE MOTOR FINANCE LIMITED,NO GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"1,206","1,194",43500.00%
Stellantis Financial Services UK Limited,STELLANTIS FINANCIAL SERVICES UK LTD,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,684","1,364",62500.00%
Studio Retail Limited,NO GROUP,no,Half Yearly,2022-05-01 to 2022-10-31,,"1,753","5,945",76200.00%
Telefonica UK Limited,TELEFONICA GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"3,230","2,914","2,344"
Tesco Personal Finance PLC,TESCO BANK (TESCO PLC),no,Half Yearly,2022-03-01 to 2022-08-31,,909,900,42500.00%
The Royal Bank of Scotland Plc,NATWEST GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,016","1,027",79600.00%
The Royal London Mutual Insurance Society Limited,THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD,no,Half Yearly,2022-07-01 to 2022-12-31,,1,2,100.00%
Topaz Finance Limited,NO GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,52,54,3000.00%
TRANSUNION INTERNATIONAL UK LIMITED,TRANSUNION INFORMATION GROUP,,Half Yearly,2022-07-01 to 2022-12-31,,"1,838","2,139",62400.00%
Triodos Bank UK Limited,TRIODOS BANK NV,no,Half Yearly,2022-07-01 to 2022-12-31,,15,0,600.00%
TSB Bank plc,BANCO DE SABADELL SA,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,089","1,131",66200.00%
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,191,201,12500.00%
UBS AG,UBS GROUP AG,no,Half Yearly,2022-07-01 to 2022-12-31,,1,1,0.00%
Vanquis Bank Limited,PROVIDENT FINANCIAL PLC,no,Half Yearly,2022-07-01 to 2022-12-31,,4,7,100.00%
Vauxhall Finance plc,STELLANTIS FINANCIAL SERVICES UK LTD,no,Half Yearly,2022-07-01 to 2022-12-31,,542,556,12500.00%
Vitality Corporate Services Limited,DISCOVERY LIMITED,no,Half Yearly,2022-07-01 to 2022-12-31,,4,6,300.00%
Vodafone Limited,VODAFONE GROUP,no,Half Yearly,2022-04-01 to 2022-09-30,,"4,140","4,198","2,651"
Volkswagen Financial Services (UK) Limited,VOLKSWAGEN GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"8,963","9,013","5,557"
Wescot Credit Services Limited,NO GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,301","1,348",46300.00%
Xbridge Limited,NO GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,50,50,2200.00%
Zopa Bank Limited,NO GROUP,no,Half Yearly,2022-07-01 to 2022-12-31,,"1,616","1,595",83700.00%
247 Money Group Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,958,864,35300.00%
Advanced Payment Solutions Limited,NO GROUP,no,Half Yearly,2021-10-01 to 2022-03-31,,101,101,
Advantage Finance Ltd,NO GROUP,no,Half Yearly,2021-08-01 to 2022-01-31,,598,609,38100.00%
Ageas Retail Limited,AGEAS SA-NV,no,Half Yearly,2022-01-01 to 2022-06-30,,136,150,
Ald Automotive Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"2,923","2,570","1,856"
Amigo Loans Ltd,NO GROUP,,Half Yearly,2021-10-01 to 2022-03-31,,"9,899","1,974",83300.00%
Arrow Global Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,615,588,21600.00%
Arval UK Limited,NO GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,"1,291","1,357",96300.00%
ATLANTA 1 INSURANCE SERVICES LIMITED,ARDONAGH GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,149,151,
Atlanta Insurance Intermediaries Limited,ARDONAGH GROUP LIMITED,no,Half Yearly,2022-01-01 to 2022-06-30,,264,267,12100.00%
Automobile Association Insurance Services Limited,NO GROUP,no,Half Yearly,2021-08-01 to 2022-01-31,,100,100,
Bamboo Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"1,153","1,038",26100.00%
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,no,Half Yearly,2022-01-01 to 2022-06-30,,"2,845","2,841","1,395"
Barclays Bank UK PLC,BARCLAYS PLC,yes,Half Yearly,2022-01-01 to 2022-06-30,,"7,407","7,201","3,465"
BFSL Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,687,693,35100.00%
BISL Limited,NO GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,190,184,
Black Horse Limited,BARCLAYS PLC,no,Half Yearly,2022-01-01 to 2022-06-30,,"6,158","6,253","2,974"
Blue Motor Finance Ltd,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"1,965","2,001",59600.00%
BMW Financial Services(GB) Limited,NO GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,"3,191","3,497","1,311"
Cabot Credit Management Group Limited,NO GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,"4,458","4,432","1,052"
Capquest Debt Recovery Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,978,897,38900.00%
Carfinance247 Limited,NO GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,443,394,18700.00%
Close Brothers Limited,NO GROUP,no,Half Yearly,2021-08-01 to 2022-01-31,,"12,621","12,306","3,989"
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,yes,Half Yearly,2021-10-01 to 2022-03-31,,648,672,49200.00%
Creation Consumer Finance Ltd,BNP PARIBAS SA,no,Half Yearly,2022-01-01 to 2022-06-30,,"2,371","2,243",75800.00%
Creation Financial Services Limited,BNP PARIBAS SA,no,Half Yearly,2022-01-01 to 2022-06-30,,"1,257","1,674",57700.00%
Damartex UK Limited,NO GROUP,,Yearly,2021-07-01 to 2022-06-30,,"2,057","1,991","1,372"
Debt Managers (Services) Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"1,159","1,420",29400.00%
Drydens Limited,NO GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,523,528,11000.00%
EQUIFAX LIMITED,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"2,960","3,019",96600.00%
EUI Limited,ADMIRAL GROUP PLC,yes,Half Yearly,2022-01-01 to 2022-06-30,,"1,095","1,034",44800.00%
Evergreen Finance London Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"1,034","1,018",23400.00%
Everyday Lending Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"2,430","1,925",58900.00%
Experian Limited,NO GROUP,no,Half Yearly,2021-10-01 to 2022-03-31,,"14,962","15,103","2,798"
Extracover Limited,NO GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,403,386,15700.00%
FCA Automotive Services UK Ltd,NO GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,454,679,12800.00%
FCE Bank Plc,NO GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,619,556,28000.00%
First Response Finance Ltd,NO GROUP,,Half Yearly,2021-10-01 to 2022-03-31,,799,746,49500.00%
FirstRand Bank Limited,NO GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,"3,581","3,202","1,085"
Foundation for Credit Counselling,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"1,376","1,324",57300.00%
Freemans Plc,NO GROUP,,Half Yearly,2021-09-01 to 2022-02-28,,"2,807","2,924","1,312"
Funding Circle Ltd,NO GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,949,849,20900.00%
Gain Credit LLC,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"13,178","13,053","7,379"
Go Car Credit Limited,NO GROUP,,Half Yearly,2021-10-01 to 2022-03-31,,795,799,44700.00%
Grattan Plc,NO GROUP,,Half Yearly,2021-09-01 to 2022-02-28,,"2,265","2,330","1,063"
Hastings Insurance Services Limited,NO GROUP,yes,Half Yearly,2022-01-01 to 2022-06-30,,858,865,57800.00%
Hoist Finance UK Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"1,908","1,854",35700.00%
HSBC UK Bank Plc,HSBC HOLDINGS PLC,no,Half Yearly,2022-01-01 to 2022-06-30,,"6,378","6,501","3,463"
Hyundai Capital UK Limited,NO GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,503,355,14300.00%
Indigo Michael Limited,NO GROUP,,Half Yearly,2021-09-01 to 2022-02-28,,"3,938","3,453","1,464"
Intrum UK Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,515,519,14400.00%
J D Williams & Company Limited,NO GROUP,no,Half Yearly,2021-09-01 to 2022-02-28,,"9,730","10,245","3,692"
JAJA FINANCE LTD,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"2,378","2,414","1,475"
Lantern Debt Recovery Services Ltd,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"1,050","1,006",21500.00%
LeasePlan UK Limited,NO GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,"1,116","1,270","1,013"
Lendable Ltd,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"1,114",833,19200.00%
Lex Autolease Ltd,NO GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,"2,288","2,314","1,540"
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,no,Half Yearly,2022-01-01 to 2022-06-30,,"5,405","5,492","2,968"
Loans 2 Go Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"3,441","3,184",
Lowell Financial Ltd,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"5,595","5,242","1,859"
Madison CF UK Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"4,365","3,557","1,441"
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,no,Half Yearly,2022-01-01 to 2022-06-30,,988,995,52200.00%
MCE Insurance Limited,NO GROUP,no,Half Yearly,2021-12-01 to 2022-05-31,,257,257,
Mercedes-Benz Financial Services UK Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"3,959","2,794","1,388"
Metro Bank PLC,METRO BANK PLC,no,Half Yearly,2022-01-01 to 2022-06-30,,"1,532","1,462",44700.00%
MI Vehicle Finance Limited,NO GROUP,,Half Yearly,2021-10-01 to 2022-03-31,,646,544,29900.00%
Mitsubishi HC Capital UK PLC,NO GROUP,no,Half Yearly,2021-10-01 to 2022-03-31,,"4,703","4,860","2,085"
Moneybarn No. 1 Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"4,388","4,459","1,318"
Monzo Bank Ltd,MONZO BANK LIMITED,no,Half Yearly,2021-09-01 to 2022-02-28,,235,238,
Moorcroft Debt Recovery Limited,NO GROUP,no,Half Yearly,2021-08-01 to 2022-01-31,,557,552,22000.00%
Morses Club PLC,NO GROUP,,Half Yearly,2021-09-01 to 2022-02-28,,"7,972","7,174","3,244"
Mortimer Clarke Solicitors Limited,CABOT CREDIT MANAGEMENT GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,"1,016","1,012",26200.00%
MotoNovo Finance Limited,NO GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,"6,038","5,683","3,001"
N.I.I.B. Group Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,687,439,
National Westminster Bank Plc,THE ROYAL BANK OF SCOTLAND GROUP,no,Half Yearly,2022-01-01 to 2022-06-30,,"5,154","5,172","4,177"
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,no,Half Yearly,2021-10-05 to 2022-04-04,,"1,494","1,519",81000.00%
New Wave Capital Limited,NO GROUP,,Yearly,2021-04-01 to 2022-03-31,,"1,066","1,078",61000.00%
NewDay Ltd,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"11,702","12,023","5,366"
Next Retail Limited,NO GROUP,,Half Yearly,2021-08-01 to 2022-01-31,,"16,111","16,169","6,208"
Novaloans Ltd,NO GROUP,,Yearly,2021-06-01 to 2022-05-31,,"1,086",984,22400.00%
OAKBROOK FINANCE LIMITED,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"2,486","2,445",53500.00%
Oodle Financial Services Limited,NO GROUP,,Half Yearly,2022-01-01 to 2022-06-30,,"4,530","3,917","2,194"
Paragon Bank Plc,PARAGON BANKING GROUP PLC,yes,Half Yearly,2021-10-01 to 2022-03-31,,417,394,11600.00%
PDL Finance Limited,NO GROUP,,Half Yearly,2021-12-31 to 2022-06-29,,599,515,17500.00%
